pl_name,hostname,default_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,pl_rade_unc,pl_orbper_unc,pl_eqt_unc,st_teff_unc,st_rad_unc,st_mass_unc,proxy_habitable
OGLE-TR-132 b,OGLE-TR-132,1,13.45,1.68,-1.23,1.689868,,,2013.0,77.0,-108.0,6210.0,75.0,-75.0,1.32,0.17,-0.12,1.305,0.075,-0.067,1.455,0.0,92.5,0.14500000000000002,0.14500000000000002,0.07100000000000001,0
OGLE-TR-56 b,OGLE-TR-56,1,15.278,1.031,-1.009,1.2119189,,,2212.0,61.0,-63.0,6050.0,100.0,-100.0,1.363,0.089,-0.086,1.228,0.072,-0.078,1.02,0.0,62.0,0.0875,0.0875,0.075,0
PH1 b,PH1,1,6.18,0.17,-0.17,138.317,0.04,-0.027,481.0,18.0,-18.0,6407.0,150.0,-150.0,1.734,0.044,-0.044,1.528,0.087,-0.087,0.17,0.0335,18.0,0.044,0.044,0.087,0
PH2 b,PH2,1,9.33708092,0.2914335,-0.26901554,282.52542,0.00011,-0.00011,295.1,5.0,-4.5,5734.0,84.0,-82.0,0.949,0.028,-0.027,0.966,0.05,-0.056,0.28022452,0.00011,4.75,0.0275,0.0275,0.053000000000000005,0
Qatar-1 b,Qatar-1,1,12.811887,0.291434,-0.280225,1.4200242,2.2e-07,-2.2e-07,1418.0,28.0,-27.0,5013.0,93.0,-88.0,0.803,0.016,-0.016,0.838,0.043,-0.041,0.2858295,2.2e-07,27.5,0.016,0.016,0.041999999999999996,0
Qatar-10 b,Qatar-10,1,17.295487,0.44836,-0.44836,1.645321,1e-05,-1e-05,1955.0,25.0,-25.0,6124.0,46.0,-46.0,1.254,0.026,-0.026,1.156,0.068,-0.068,0.44836,1e-05,25.0,0.026,0.026,0.068,0
Qatar-2 b,Qatar-2,1,14.056,0.146,-0.146,1.33711647,2.6e-07,-2.6e-07,1344.0,14.0,-14.0,4645.0,50.0,-50.0,0.776,0.008,-0.008,0.743,0.021,-0.021,0.146,2.6e-07,14.0,0.008,0.008,0.021,0
Qatar-3 b,Qatar-3,1,12.285064,1.56926,-1.56926,2.5079204,,,1681.0,84.0,-84.0,6007.0,52.0,-52.0,1.272,0.14,-0.14,1.145,0.064,-0.064,1.56926,0.0,84.0,0.14,0.14,0.064,0
Qatar-4 b,Qatar-4,1,12.722215,1.23299,-1.23299,1.8053564,,,1385.0,48.0,-48.0,5215.0,50.0,-50.0,0.849,0.063,-0.063,0.896,0.048,-0.048,1.23299,0.0,48.0,0.063,0.063,0.048,0
Qatar-5 b,Qatar-5,1,12.408363,0.717376,-0.717376,2.8792319,,,1415.0,31.0,-31.0,5747.0,49.0,-49.0,1.076,0.051,-0.051,1.128,0.056,-0.056,0.717376,0.0,31.0,0.051,0.051,0.056,0
Qatar-6 b,Qatar-6,1,11.903958,0.795839,-0.795839,3.506195,1.8e-05,-1.8e-05,1006.0,18.0,-18.0,5052.0,66.0,-66.0,0.722,0.02,-0.02,0.822,0.021,-0.021,0.795839,1.8e-05,18.0,0.02,0.02,0.021,0
Qatar-7 b,Qatar-7,1,19.0553,0.33627,-0.33627,2.032046,9.7e-06,-1.4e-05,2053.0,15.0,-15.0,6387.0,38.0,-38.0,1.564,0.021,-0.021,1.409,0.026,-0.026,0.33627,1.185e-05,15.0,0.021,0.021,0.026,0
Qatar-8 b,Qatar-8,1,14.403565,0.246598,-0.246598,3.71495,0.001,-0.001,1457.0,14.0,-14.0,5738.0,51.0,-51.0,1.315,0.02,-0.02,1.029,0.051,-0.051,0.246598,0.001,14.0,0.02,0.02,0.051,0
Qatar-9 b,Qatar-9,1,11.309881,0.156926,-0.156926,1.540731,3.8e-05,-3.8e-05,1134.0,9.0,-9.0,4309.0,31.0,-31.0,0.696,0.008,-0.008,0.719,0.024,-0.024,0.156926,3.8e-05,9.0,0.008,0.008,0.024,0
Ross 176 b,Ross 176,1,1.84,0.08,-0.08,5.0066338,8e-06,-7e-06,682.0,7.0,-8.0,4041.0,69.0,-69.0,0.569,0.02,-0.02,0.577,0.024,-0.024,0.08,7.499999999999999e-06,7.5,0.02,0.02,0.024,0
SPECULOOS-3 b,SPECULOOS-3,1,0.977,0.022,-0.022,0.71912603,5.7e-07,-5.7e-07,553.0,8.0,-8.0,2800.0,29.0,-29.0,0.123,0.0022,-0.0022,0.1009,0.0024,-0.0024,0.022,5.7e-07,8.0,0.0022,0.0022,0.0024,0
TIC 139270665 b,TIC 139270665,1,7.22979255,0.26901554,-0.24659758,23.624,0.03,-0.031,703.0,14.0,-11.0,5844.0,84.0,-82.0,1.016,0.035,-0.031,1.035,0.052,-0.062,0.25780656,0.0305,12.5,0.033,0.033,0.056999999999999995,0
TIC 237913194 b,TIC 237913194,1,12.520453,0.605286,-0.526823,15.168865,1.8e-05,-1.8e-05,974.0,,,5788.0,80.0,-80.0,1.088,0.012,-0.012,1.026,0.057,-0.055,0.5660545,1.8e-05,0.0,0.012,0.012,0.056,0
TIC 257060897 b,TIC 257060897,1,17.26183028,0.48198617,-0.50440413,3.66003639,9.9e-07,-9.8e-07,1775.0,22.0,-25.0,5993.0,89.0,-83.0,1.863,0.05,-0.054,1.187,0.11,-0.058,0.49319514999999997,9.849999999999999e-07,23.5,0.052000000000000005,0.052000000000000005,0.084,0
TIC 393818343 b,TIC 393818343,1,12.18416202,0.25780656,-0.23538859,16.24921,0.0001,-0.00011,805.5,9.6,-9.4,5756.0,67.0,-66.0,1.086,0.02,-0.02,1.082,0.055,-0.056,0.246597575,0.000105,9.5,0.02,0.02,0.0555,0
TIC 434398831 b,TIC 434398831,1,3.51,0.22,-0.21,3.685504,1.2e-05,-1.1e-05,1250.0,11.0,-11.0,5638.0,50.0,-50.0,0.909,0.048,-0.048,0.992,0.014,-0.018,0.215,1.15e-05,11.0,0.048,0.048,0.016,0
TIC 434398831 c,TIC 434398831,1,5.63,0.29,-0.28,6.210291,1.3e-05,-2e-05,1050.0,10.0,-10.0,5638.0,50.0,-50.0,0.909,0.048,-0.048,0.992,0.014,-0.018,0.28500000000000003,1.65e-05,10.0,0.048,0.048,0.016,0
TIC 46432937 b,TIC 46432937,1,13.31626907,0.33626942,-0.33626942,1.44044527,8.7e-08,-8.7e-08,872.0,14.0,-14.0,3572.0,57.0,-57.0,0.5299,0.0091,-0.0091,0.563,0.029,-0.029,0.33626942,8.7e-08,14.0,0.0091,0.0091,0.029,0
TIC 4672985 b,TIC 4672985,1,11.5004142,0.75100171,-0.72858375,69.048,0.0004,-0.0005,517.2,11.3,-11.2,5757.0,72.0,-65.0,1.15,0.01,-0.01,1.01,0.03,-0.03,0.73979273,0.00045,11.25,0.01,0.01,0.03,0
TIC 88785435 b,TIC 88785435,1,5.03,0.21,-0.2,10.508843,3.7e-05,-3.4e-05,635.0,16.0,-16.0,3998.0,95.0,-95.0,0.911,0.038,-0.038,0.724,0.017,-0.017,0.20500000000000002,3.5499999999999996e-05,16.0,0.038,0.038,0.017,0
TOI-1052 b,TOI-1052,1,2.87,0.29,-0.24,9.139703,0.00019,-0.000197,1135.0,,,6146.0,62.0,-62.0,1.264,0.033,-0.033,1.204,0.025,-0.025,0.265,0.0001935,0.0,0.033,0.033,0.025,0
TOI-1062 b,TOI-1062,1,2.265,0.096,-0.091,4.11296,0.0015,-0.0015,1077.0,10.0,-9.0,5328.0,56.0,-56.0,0.84,0.09,-0.09,0.94,0.02,-0.02,0.0935,0.0015,9.5,0.09,0.09,0.02,0
TOI-1064 b,TOI-1064,1,2.587,0.043,-0.042,6.443868,2.5e-05,-2.5e-05,784.0,13.0,-13.0,4734.0,67.0,-67.0,0.726,0.007,-0.007,0.748,0.032,-0.032,0.042499999999999996,2.5e-05,13.0,0.007,0.007,0.032,0
TOI-1064 c,TOI-1064,1,2.651,0.043,-0.042,12.226574,4.6e-05,-4.3e-05,634.0,10.0,-10.0,4734.0,67.0,-67.0,0.726,0.007,-0.007,0.748,0.032,-0.032,0.042499999999999996,4.45e-05,10.0,0.007,0.007,0.032,0
TOI-1075 b,TOI-1075,1,1.791,0.116,-0.081,0.6047328,3.2e-06,-3.2e-06,1323.0,44.0,-44.0,3875.0,75.0,-75.0,0.581,0.024,-0.024,0.604,0.03,-0.03,0.0985,3.2e-06,44.0,0.024,0.024,0.03,0
TOI-1080 b,TOI-1080,1,1.2,0.058,-0.058,3.9652482,1.4e-06,-1.5e-06,368.0,12.0,-10.0,3065.0,50.0,-50.0,0.2019,0.0075,-0.0075,0.1667,0.0041,-0.0041,0.058,1.45e-06,11.0,0.0075,0.0075,0.0041,0
TOI-1107 b,TOI-1107,1,14.57167491,0.56044903,-0.56044903,4.0782387,2.4e-06,-2.5e-06,1728.0,27.0,-27.0,6311.0,98.0,-98.0,1.81,0.06,-0.06,1.35,0.08,-0.08,0.56044903,2.4500000000000003e-06,27.0,0.06,0.06,0.08,0
TOI-1117 b,TOI-1117,1,2.46,0.13,-0.12,2.22816,1e-05,-1e-05,1538.0,21.0,-21.0,5635.0,62.0,-62.0,1.05,0.03,-0.03,0.97,0.02,-0.02,0.125,1e-05,21.0,0.03,0.03,0.02,0
TOI-1130 b,TOI-1130,1,3.66,0.03,-0.04,4.074554,1e-06,-0.000441,825.0,23.0,-23.0,4360.0,108.0,-108.0,0.697,0.005,-0.004,0.745,0.007,-0.009,0.035,0.000221,23.0,0.0045000000000000005,0.0045000000000000005,0.008,0
TOI-1130 c,TOI-1130,1,13.0,0.4,-0.4,8.3501898,9.38e-05,-1e-06,650.0,18.0,-18.0,4360.0,108.0,-108.0,0.697,0.005,-0.004,0.745,0.007,-0.009,0.4,4.74e-05,18.0,0.0045000000000000005,0.0045000000000000005,0.008,0
TOI-1135 b,TOI-1135,1,9.91994792,0.31385146,-0.31385146,8.0277327,1.9e-06,-1.8e-06,1171.0,25.0,-25.0,6320.0,120.0,-120.0,1.202,0.037,-0.037,1.119,0.069,-0.069,0.31385146,1.85e-06,25.0,0.037,0.037,0.069,0
TOI-1173 b,TOI-1173,1,9.19,0.18,-0.18,7.06466,0.00028,-0.00029,868.0,11.0,-11.0,5350.0,34.0,-34.0,0.934,0.011,-0.011,0.911,0.028,-0.03,0.18,0.000285,11.0,0.011,0.011,0.028999999999999998,0
TOI-1194 b,TOI-1194,1,8.71664516,0.15541841,-0.14858263,2.3106446,5.4e-07,-5.4e-07,1264.29,19.45,-18.73,5394.0,65.0,-63.0,0.9608,0.0158,-0.015,0.9835,0.0298,-0.029,0.15200052,5.4e-07,19.09,0.0154,0.0154,0.029400000000000003,0
TOI-1199 b,TOI-1199,1,10.5140239,0.28022452,-0.28022452,3.671463,3e-06,-3e-06,1486.0,20.0,-20.0,5710.0,40.0,-40.0,1.45,0.03,-0.03,1.23,0.07,-0.07,0.28022452,3e-06,20.0,0.03,0.03,0.07,0
TOI-1201 b,TOI-1201,1,2.415,0.091,-0.09,2.4919863,3e-06,-3.1e-06,703.0,15.0,-14.0,3476.0,51.0,-51.0,0.508,0.016,-0.016,0.512,0.02,-0.02,0.0905,3.05e-06,14.5,0.016,0.016,0.02,0
TOI-1203 b,TOI-1203,1,1.52,0.045,-0.046,4.1572888,5e-06,-4.9e-06,1361.2,18.8,-18.4,5737.0,62.0,-62.0,1.179,0.011,-0.011,0.886,0.036,-0.036,0.0455,4.95e-06,18.6,0.011,0.011,0.036,0
TOI-1203.01,TOI-1203,1,2.918,0.046,-0.045,25.502672,3.1e-05,-2.8e-05,743.6,10.3,-10.1,5737.0,62.0,-62.0,1.179,0.011,-0.011,0.886,0.036,-0.036,0.0455,2.95e-05,10.2,0.011,0.011,0.036,0
TOI-122 b,TOI-122,1,2.72,0.18,-0.18,5.07803,1.5e-05,-1.5e-05,471.0,,,3403.0,100.0,-100.0,0.334,0.01,-0.01,0.312,0.007,-0.007,0.18,1.5e-05,0.0,0.01,0.01,0.007,0
TOI-1221 b,TOI-1221,1,2.91,0.13,-0.12,91.68278,0.00032,-0.00041,440.0,60.0,-60.0,5592.0,50.0,-50.0,1.031,0.022,-0.022,0.93,0.22,-0.22,0.125,0.000365,60.0,0.022,0.022,0.22,0
TOI-1224 b,TOI-1224,1,2.104,0.094,-0.091,4.1782745,2.2e-06,-2.1e-06,541.0,26.0,-14.0,3326.0,66.0,-66.0,0.404,0.012,-0.012,0.4,0.01,-0.01,0.0925,2.1499999999999997e-06,20.0,0.012,0.012,0.01,0
TOI-1231 b,TOI-1231,1,3.65,0.16,-0.15,24.245586,6.4e-05,-6.6e-05,329.6,3.8,-3.7,3553.0,51.0,-52.0,0.476,0.015,-0.014,0.485,0.024,-0.024,0.155,6.500000000000001e-05,3.75,0.014499999999999999,0.014499999999999999,0.024,0
TOI-1238 b,TOI-1238,1,1.21,0.11,-0.1,0.764597,1.3e-05,-1.1e-05,1133.0,168.0,-168.0,4089.0,54.0,-54.0,0.58,0.02,-0.02,0.59,0.02,-0.02,0.10500000000000001,1.2e-05,168.0,0.02,0.02,0.02,0
TOI-1238 c,TOI-1238,1,2.11,0.14,-0.14,3.294736,3.4e-05,-3.6e-05,695.0,105.0,-105.0,4089.0,54.0,-54.0,0.58,0.02,-0.02,0.59,0.02,-0.02,0.14,3.5e-05,105.0,0.02,0.02,0.02,0
TOI-1243 b,TOI-1243,1,2.33,0.12,-0.12,4.6594779,4.2e-06,-4.5e-06,450.0,22.0,-19.0,3515.0,79.0,-79.0,0.511,0.024,-0.024,0.515,0.027,-0.027,0.12,4.35e-06,20.5,0.024,0.024,0.027,0
TOI-1246 b,TOI-1246,1,3.01,0.06,-0.06,4.30744,2e-05,-2e-05,955.0,,,5151.0,100.0,-100.0,0.86,0.05,-0.05,0.87,0.03,-0.03,0.06,2e-05,0.0,0.05,0.05,0.03,0
TOI-1246 c,TOI-1246,1,2.45109846,0.13824169,-0.08751012,5.904137,1.4e-05,-1.4e-05,862.49,15.71,-14.98,5213.0,71.0,-67.0,0.8649,0.0187,-0.0177,0.8889,0.0303,-0.0302,0.112875905,1.4e-05,15.345,0.0182,0.0182,0.03025,0
TOI-1246 d,TOI-1246,1,3.43139739,0.14960553,-0.11612674,18.654874,5.5e-05,-5.5e-05,587.77,10.71,-10.21,5213.0,71.0,-67.0,0.8649,0.0187,-0.0177,0.8889,0.0303,-0.0302,0.132866135,5.5e-05,10.46,0.0182,0.0182,0.03025,0
TOI-1246 e,TOI-1246,1,3.5141875,0.26911442,-0.18217943,37.92548,0.00016,-0.00016,463.98,8.45,-8.06,5213.0,71.0,-67.0,0.8649,0.0187,-0.0177,0.8889,0.0303,-0.0302,0.225646925,0.00016,8.254999999999999,0.0182,0.0182,0.03025,0
TOI-1248 b,TOI-1248,1,6.8084859,0.116716,-0.12027714,4.3601561,1.1e-06,-1.1e-06,952.09,13.52,-14.34,5205.0,56.0,-62.0,0.8686,0.0133,-0.0134,0.9042,0.0273,-0.0275,0.11849657,1.1e-06,13.93,0.01335,0.01335,0.0274,0
TOI-1249 b,TOI-1249,1,3.2710301,0.30687428,-0.18737301,13.079151,5.4e-05,-5.4e-05,726.89,11.82,-11.39,5497.0,69.0,-67.0,0.9785,0.0175,-0.0164,1.0062,0.0318,-0.0318,0.247123645,5.4e-05,11.605,0.01695,0.01695,0.0318,0
TOI-125 b,TOI-125,1,2.726,0.075,-0.075,4.65382,0.00033,-0.00031,1037.0,11.0,-11.0,5320.0,39.0,-39.0,0.848,0.011,-0.011,0.859,0.044,-0.038,0.075,0.00031999999999999997,11.0,0.011,0.011,0.040999999999999995,0
TOI-125 c,TOI-125,1,2.759,0.1,-0.1,9.15059,0.0007,-0.00082,827.8,8.6,-8.6,5320.0,39.0,-39.0,0.848,0.011,-0.011,0.859,0.044,-0.038,0.1,0.00076,8.6,0.011,0.011,0.040999999999999995,0
TOI-125 d,TOI-125,1,2.93,0.17,-0.17,19.98,0.005,-0.0056,638.1,6.6,-6.6,5320.0,39.0,-39.0,0.848,0.011,-0.011,0.859,0.044,-0.038,0.17,0.0053,6.6,0.011,0.011,0.040999999999999995,0
TOI-1259 A b,TOI-1259 A,1,11.45557828,0.33626942,-0.30264248,3.477978,1.9e-06,-1.7e-06,963.0,21.0,-21.0,4775.0,100.0,-100.0,0.711,0.02,-0.019,0.744,0.064,-0.059,0.31945595,1.8000000000000001e-06,21.0,0.0195,0.0195,0.0615,0
TOI-1260 b,TOI-1260,1,2.41,0.05,-0.05,3.127463,5e-06,-5e-06,871.0,24.0,-24.0,4227.0,85.0,-85.0,0.672,0.01,-0.01,0.679,0.095,-0.057,0.05,5e-06,24.0,0.01,0.01,0.076,0
TOI-1260 c,TOI-1260,1,2.76,0.07,-0.07,7.493134,2e-05,-2e-05,651.0,18.0,-18.0,4227.0,85.0,-85.0,0.672,0.01,-0.01,0.679,0.095,-0.057,0.07,2e-05,18.0,0.01,0.01,0.076,0
TOI-1260 d,TOI-1260,1,3.12,0.08,-0.08,16.608164,8.3e-05,-8.3e-05,499.0,14.0,-14.0,4227.0,85.0,-85.0,0.672,0.01,-0.01,0.679,0.095,-0.057,0.08,8.3e-05,14.0,0.01,0.01,0.076,0
TOI-1266 b,TOI-1266,1,2.52,0.08,-0.08,10.8945,0.00023,-0.00026,415.0,7.0,-7.0,3563.0,77.0,-77.0,0.4232,0.0077,-0.0079,0.437,0.021,-0.021,0.08,0.000245,7.0,0.0078000000000000005,0.0078000000000000005,0.021,0
TOI-1266 c,TOI-1266,1,1.98,0.1,-0.1,18.8027,0.00126,-0.00116,346.0,6.0,-6.0,3563.0,77.0,-77.0,0.4232,0.0077,-0.0079,0.437,0.021,-0.021,0.1,0.0012100000000000001,6.0,0.0078000000000000005,0.0078000000000000005,0.021,0
TOI-1268 b,TOI-1268,1,9.1,0.6,-0.6,8.1577094,4.5e-06,-4.5e-06,918.9,29.9,-30.7,5300.0,100.0,-100.0,0.92,0.06,-0.06,0.96,0.04,-0.04,0.6,4.5e-06,30.299999999999997,0.06,0.06,0.04,0
TOI-1269 b,TOI-1269,1,2.40144286,0.15036543,-0.0739539,4.2529913,6.8e-06,-6.8e-06,1004.9,15.06,-14.31,5499.0,63.0,-60.0,0.8521,0.0144,-0.0131,0.9027,0.0249,-0.0262,0.11215966499999999,6.8e-06,14.685,0.01375,0.01375,0.02555,0
TOI-1272 b,TOI-1272,1,4.13204907,0.2262768,-0.15125906,3.31599,1.8e-05,-1.8e-05,975.0,12.2,-11.69,5065.0,52.0,-50.0,0.7934,0.0102,-0.0096,0.8772,0.0145,-0.0164,0.18876793,1.8e-05,11.945,0.009899999999999999,0.009899999999999999,0.015450000000000002,0
TOI-1273 b,TOI-1273,1,11.09689089,2.46597575,-2.46597575,4.631296,3e-06,-3e-06,1211.0,15.0,-15.0,5690.0,40.0,-40.0,1.06,0.02,-0.02,1.06,0.06,-0.06,2.46597575,3e-06,15.0,0.02,0.02,0.06,0
TOI-1279 b,TOI-1279,1,2.66146528,0.13795921,-0.10646515,9.61419,4e-05,-4e-05,759.0,11.8,-11.66,5457.0,67.0,-68.0,0.8426,0.0138,-0.0128,0.8784,0.0267,-0.0253,0.12221218,4e-05,11.73,0.0133,0.0133,0.026000000000000002,0
TOI-128.01,TOI-128,1,2.21898,0.10878,-0.10878,4.9404681,,,1344.51,,,6086.0,,,1.13,,,0.851969,,,0.10878,0.0,0.0,0.0,0.0,0.0,0
TOI-1288 b,TOI-1288,1,4.96846551,0.10805813,-0.1000743,2.6998279,4.9e-06,-4.9e-06,1203.44,19.66,-19.21,5388.0,68.0,-66.0,0.9583,0.0166,-0.0167,0.9552,0.0319,-0.0304,0.104066215,4.9e-06,19.435000000000002,0.016649999999999998,0.016649999999999998,0.031149999999999997,0
TOI-1294 b,TOI-1294,1,10.12369881,0.23643767,-0.22090361,3.915292,1.5e-05,-1.5e-05,1392.74,23.26,-24.6,5718.0,58.0,-78.0,1.5566,0.0297,-0.0266,1.1578,0.0638,-0.0508,0.22867063999999998,1.5e-05,23.93,0.02815,0.02815,0.0573,0
TOI-1295 b,TOI-1295,1,15.69257298,0.89671846,-0.89671846,3.1968838,5e-07,-5e-07,2360.0,50.0,-50.0,6280.0,50.0,-50.0,1.7,0.03,-0.03,1.38,0.08,-0.08,0.89671846,5e-07,50.0,0.03,0.03,0.08,0
TOI-1296 b,TOI-1296,1,14.11645916,0.28454324,-0.26287755,3.9443736,1.6e-06,-1.6e-06,1414.84,24.69,-22.77,5567.0,78.0,-72.0,1.7031,0.033,-0.0303,1.1576,0.0277,-0.0227,0.273710395,1.6e-06,23.73,0.03165,0.03165,0.0252,0
TOI-1298 b,TOI-1298,1,9.65807033,0.19896656,-0.17319735,4.537143,3e-06,-3e-06,1278.0,19.95,-26.28,5752.0,69.0,-99.0,1.4536,0.0275,-0.0239,1.2187,0.0246,-0.0568,0.186081955,3e-06,23.115000000000002,0.0257,0.0257,0.0407,0
TOI-132 b,TOI-132,1,3.42,0.13,-0.14,2.1097019,1.2e-05,-1.1e-05,1395.0,52.0,-72.0,5397.0,46.0,-46.0,0.9,0.02,-0.02,0.97,0.06,-0.06,0.135,1.15e-05,62.0,0.02,0.02,0.06,0
TOI-1333 b,TOI-1333,1,15.647764,0.627704,-0.605286,4.720219,1.1e-05,-1.1e-05,1679.0,35.0,-34.0,6274.0,97.0,-97.0,1.925,0.064,-0.063,1.464,0.076,-0.079,0.616495,1.1e-05,34.5,0.0635,0.0635,0.0775,0
TOI-1346 b,TOI-1346,1,2.39,0.16,-0.16,1.7622538,4.7e-06,-4.6e-06,1324.0,,,5099.0,50.0,-50.0,0.78,0.05,-0.05,0.82,0.1,-0.1,0.16,4.6499999999999995e-06,0.0,0.05,0.05,0.1,0
TOI-1346 c,TOI-1346,1,2.23,0.14,-0.14,5.502558,1.5e-05,-1.5e-05,928.0,,,5099.0,50.0,-50.0,0.78,0.05,-0.05,0.82,0.1,-0.1,0.14,1.5e-05,0.0,0.05,0.05,0.1,0
TOI-1347 b,TOI-1347,1,1.8,0.1,-0.1,0.84742346,6.1e-07,-6.1e-07,1400.0,40.0,-40.0,5464.0,100.0,-100.0,0.83,0.03,-0.03,0.913,0.033,-0.033,0.1,6.1e-07,40.0,0.03,0.03,0.033,0
TOI-1347 c,TOI-1347,1,1.6,0.1,-0.1,4.841962,1.2e-05,-1.2e-05,1000.0,25.0,-25.0,5464.0,100.0,-100.0,0.83,0.03,-0.03,0.913,0.033,-0.033,0.1,1.2e-05,25.0,0.03,0.03,0.033,0
TOI-1386 b,TOI-1386,1,6.2163865,0.20643815,-0.1695697,25.8401,0.0031,-0.0031,615.03,10.3,-10.24,5735.0,75.0,-77.0,1.0235,0.018,-0.0167,1.0363,0.0349,-0.0352,0.188003925,0.0031,10.27,0.017349999999999997,0.017349999999999997,0.03505,0
TOI-139 b,TOI-139,1,2.4566,0.2122,-0.1245,11.07085,2.4e-05,-3e-05,561.17,,,4570.0,50.0,-50.0,0.7007,0.0575,-0.0575,0.69,0.0852,-0.0852,0.16835,2.7e-05,0.0,0.0575,0.0575,0.0852,0
TOI-1410.01,TOI-1410,1,3.10083009,0.22026793,-0.1612362,1.21687,3e-05,-3e-05,1236.7,24.72,-22.18,4635.0,52.0,-52.0,0.7558,0.024,-0.02,0.7941,0.0209,-0.0225,0.190752065,3e-05,23.45,0.022,0.022,0.021699999999999997,0
TOI-1411 b,TOI-1411,1,1.19880592,0.04935874,-0.04474058,1.4520527,1.7e-06,-1.7e-06,976.4,18.2,-17.55,4115.0,42.0,-45.0,0.614,0.0185,-0.0169,0.6045,0.0148,-0.0129,0.04704966,1.7e-06,17.875,0.0177,0.0177,0.013850000000000001,0
TOI-1416 b,TOI-1416,1,1.62,0.08,-0.08,1.0697568,2.8e-06,-2.8e-06,1517.0,39.0,-39.0,4884.0,70.0,-70.0,0.793,0.036,-0.028,0.798,0.035,-0.044,0.08,2.8e-06,39.0,0.032,0.032,0.0395,0
TOI-1420 b,TOI-1420,1,11.89,0.33,-0.33,6.9561063,1.7e-06,-1.7e-06,957.0,17.0,-17.0,5510.0,110.0,-110.0,0.923,0.024,-0.024,0.987,0.048,-0.048,0.33,1.7e-06,17.0,0.024,0.024,0.048,0
TOI-1431 b,TOI-1431,1,16.70138124,0.56044903,-0.56044903,2.650237,3e-06,-3e-06,2370.0,70.0,-70.0,7690.0,400.0,-250.0,1.92,0.07,-0.07,1.9,0.1,-0.08,0.56044903,3e-06,70.0,0.07,0.07,0.09,0
TOI-1438 b,TOI-1438,1,3.04,0.19,-0.19,5.13967,3e-06,-3e-06,971.0,11.0,-11.0,5230.0,60.0,-60.0,0.82,0.017,-0.017,0.876,0.038,-0.038,0.19,3e-06,11.0,0.017,0.017,0.038,0
TOI-1438 c,TOI-1438,1,2.75,0.14,-0.14,9.428089,1e-06,-1e-06,794.0,9.0,-9.0,5230.0,60.0,-60.0,0.82,0.017,-0.017,0.876,0.038,-0.038,0.14,1e-06,9.0,0.017,0.017,0.038,0
TOI-1439 b,TOI-1439,1,4.2427861,0.23014642,-0.16769357,27.644,0.00012,-0.00012,748.4,10.93,-13.14,5841.0,63.0,-65.0,1.6184,0.0278,-0.0283,1.2313,0.0351,-0.0773,0.198919995,0.00012,12.035,0.02805,0.02805,0.0562,0
TOI-1442 b,TOI-1442,1,1.17,0.06,-0.06,0.4090677,3e-07,-3e-07,1072.0,54.0,-54.0,3330.0,160.0,-160.0,0.31,0.01,-0.01,0.29,0.02,-0.02,0.06,3e-07,54.0,0.01,0.01,0.02,0
TOI-1443 b,TOI-1443,1,2.30381001,0.12697832,-0.10061016,23.540678,5.8e-05,-5.8e-05,520.66,13.62,-11.61,5224.0,59.0,-58.0,0.7511,0.0346,-0.0277,0.7663,0.0234,-0.0272,0.11379424,5.8e-05,12.614999999999998,0.031149999999999997,0.031149999999999997,0.0253,0
TOI-1444 b,TOI-1444,1,1.41792246,0.0467336,-0.04107268,0.4702743,1.1e-06,-1.1e-06,2130.02,33.47,-33.17,5460.0,66.0,-66.0,0.9105,0.0154,-0.0146,0.9513,0.0299,-0.0321,0.04390314,1.1e-06,33.32,0.015,0.015,0.031,0
TOI-1448 b,TOI-1448,1,2.749,0.067,-0.063,8.112245,1.8e-05,-1.8e-05,426.0,6.0,-6.0,3412.0,28.0,-32.0,0.38,0.007,-0.007,0.372,0.009,-0.009,0.065,1.8e-05,6.0,0.007,0.007,0.009,0
TOI-1450 A b,TOI-1450 A,1,1.13,0.043,-0.043,2.0439274,1e-06,-1e-06,722.0,35.0,-35.0,3437.0,86.0,-86.0,0.483,0.025,-0.025,0.48,0.024,-0.024,0.043,1e-06,35.0,0.025,0.025,0.024,0
TOI-1451 b,TOI-1451,1,2.61143902,0.13407193,-0.10283772,16.537944,4.5e-05,-4.5e-05,723.33,12.39,-12.2,5801.0,77.0,-78.0,1.0162,0.0181,-0.0172,1.0022,0.0364,-0.034,0.118454825,4.5e-05,12.295,0.01765,0.01765,0.0352,0
TOI-1452 b,TOI-1452,1,1.672,0.071,-0.071,11.06201,2e-05,-2e-05,326.0,7.0,-7.0,3185.0,50.0,-50.0,0.275,0.009,-0.009,0.249,0.008,-0.008,0.071,2e-05,7.0,0.009,0.009,0.008,0
TOI-1453 b,TOI-1453,1,1.173,0.059,-0.056,4.3135225,1.18e-05,-9.2e-06,944.2,17.8,-17.8,4975.0,68.0,-68.0,0.72,0.029,-0.029,0.715,0.035,-0.035,0.057499999999999996,1.0500000000000001e-05,17.8,0.029,0.029,0.035,0
